"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT08"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-06-19","8.95",,"0.00","0.0","0.0","69","77","63","  130","  130","16.1","19.9",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-06-20","10.29",,"0.00","0.0","0.0","67","75","61","   90","  120","16.1","19.9",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-06-21","14.54",,"0.00","0.0","0.0","65","72","60","  110","   80","23.9","29.1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-06-22","11.63",,"0.00","0.0","0.0","65","73","58","   50","   40","21.0","27.1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-06-23","8.95",,"0.00","0.0","0.0","66","70","63","  100","  120","16.1","21.0","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-06-24","8.05",,"0.03","0.0","0.0","69","76","66","  180","  180","18.1","21.0","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-06-25","6.26",,"0.00","0.0","0.0","72","83","65","  160","  150","15.0","18.1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-06-26","9.62",,"0.01","0.0","0.0","72","81","68","  230","  230","25.1","35.1","    1",,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-06-27","9.62",,"0.02","0.0","0.0","71","78","66","  180","  250","21.9","30.0","    1",,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-06-28","6.93",,"0.17","0.0","0.0","72","83","67","  290","  290","19.9","23.9",,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-06-29","8.95",,"0.00","0.0","0.0","73","82","65","  180","  220","16.1","23.0","    1",,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-06-30","8.50",,"0.00","0.0","0.0","73","83","67","  180","  180","16.1","18.1","    1",,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-01","8.50",,"0.00","0.0","0.0","72","80","65","  170","  180","16.1","19.9","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-02","9.62",,"0.47","0.0","0.0","74","84","69","  180","  170","17.0","21.0","    1",,"    1",,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-03","9.40",,"0.18","0.0","0.0","78","87","73","  180","  180","16.1","19.9","    1",,"    1",,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-04","5.82",,"0.14","0.0","0.0","76","82","72","  190","  210","17.0","21.9","    1",,"    1",,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-05","7.38",,"0.00","0.0","0.0","78","88","70","  190","  200","16.1","19.9","    1",,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-06","7.61",,"0.00","0.0","0.0","77","84","71","  150","  190","14.1","17.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-07","6.49",,"0.00","0.0","0.0","78","84","74","  170","  150","14.1","17.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-08","6.71",,"0.00","0.0",,"78","84","73","  170","  160","13.0","16.1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-09","10.07",,"0.53","0.0","0.0","77","81","74","  150","  160","18.1","23.9","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-10","9.84",,"0.00","0.0",,"78","87","71","  340","  330","18.1","23.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-11","10.51",,"0.00","0.0","0.0","79","86","70","  200","  210","17.0","21.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-12","9.84",,"0.00","0.0","0.0","81","90","72","  180","  180","19.9","23.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-13","14.54",,"0.00","0.0","0.0","79","85","72","  180","  170","28.0","36.0",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-14","10.51",,"0.12","0.0","0.0","77","84","71","  270","  270","21.9","25.9",,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-15","8.50",,"0.00","0.0","0.0","78","86","72","  180","  180","21.0","25.1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-16","9.40",,"0.45","0.0","0.0","77","81","74","  180","  180","23.0","27.1","    1",,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-17","9.40",,"0.00","0.0","0.0","78","88","74","  180","  180","19.9","23.9","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-18","8.95",,"1.39","0.0","0.0","77","83","70","  250","  250","23.0","25.9","    1",,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-19","5.37",,"0.12","0.0","0.0","74","78","70","  200","  200","18.1","21.0","    1",,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-20","7.38",,"0.00","0.0","0.0","76","84","70","  180","  160","13.0","17.0","    1",,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-21","10.74",,"0.04","0.0","0.0","77","83","73","  320","  180","17.0","21.9","    1",,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-22","8.95"," 1341","0.00","0.0","0.0","78","86","70","   20","  360","16.1","21.9",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2023-07-23",,,,,,"73",,,,,,,,,,,
